Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Mutant 1	Peptides Mutant 2	Peptides WT	Razor + unique peptides Mutant 1	Razor + unique peptides Mutant 2	Razor + unique peptides WT	Unique peptides Mutant 1	Unique peptides Mutant 2	Unique peptides WT	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Q-value	Score	Identification type Mutant 1	Identification type Mutant 2	Identification type WT	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 Mutant 1	Reporter intensity corrected 1 Mutant 1	Reporter intensity corrected 2 Mutant 1	Reporter intensity corrected 3 Mutant 1	Reporter intensity corrected 4 Mutant 1	Reporter intensity corrected 5 Mutant 1	Reporter intensity corrected 6 Mutant 1	Reporter intensity corrected 7 Mutant 1	Reporter intensity corrected 8 Mutant 1	Reporter intensity corrected 9 Mutant 1	Reporter intensity corrected 0 Mutant 2	Reporter intensity corrected 1 Mutant 2	Reporter intensity corrected 2 Mutant 2	Reporter intensity corrected 3 Mutant 2	Reporter intensity corrected 4 Mutant 2	Reporter intensity corrected 5 Mutant 2	Reporter intensity corrected 6 Mutant 2	Reporter intensity corrected 7 Mutant 2	Reporter intensity corrected 8 Mutant 2	Reporter intensity corrected 9 Mutant 2	Reporter intensity corrected 0 WT	Reporter intensity corrected 1 WT	Reporter intensity corrected 2 WT	Reporter intensity corrected 3 WT	Reporter intensity corrected 4 WT	Reporter intensity corrected 5 WT	Reporter intensity corrected 6 WT	Reporter intensity corrected 7 WT	Reporter intensity corrected 8 WT	Reporter intensity corrected 9 WT	Reporter intensity 0 Mutant 1	Reporter intensity 1 Mutant 1	Reporter intensity 2 Mutant 1	Reporter intensity 3 Mutant 1	Reporter intensity 4 Mutant 1	Reporter intensity 5 Mutant 1	Reporter intensity 6 Mutant 1	Reporter intensity 7 Mutant 1	Reporter intensity 8 Mutant 1	Reporter intensity 9 Mutant 1	Reporter intensity 0 Mutant 2	Reporter intensity 1 Mutant 2	Reporter intensity 2 Mutant 2	Reporter intensity 3 Mutant 2	Reporter intensity 4 Mutant 2	Reporter intensity 5 Mutant 2	Reporter intensity 6 Mutant 2	Reporter intensity 7 Mutant 2	Reporter intensity 8 Mutant 2	Reporter intensity 9 Mutant 2	Reporter intensity 0 WT	Reporter intensity 1 WT	Reporter intensity 2 WT	Reporter intensity 3 WT	Reporter intensity 4 WT	Reporter intensity 5 WT	Reporter intensity 6 WT	Reporter intensity 7 WT	Reporter intensity 8 WT	Reporter intensity 9 WT	Reporter intensity count 0 Mutant 1	Reporter intensity count 1 Mutant 1	Reporter intensity count 2 Mutant 1	Reporter intensity count 3 Mutant 1	Reporter intensity count 4 Mutant 1	Reporter intensity count 5 Mutant 1	Reporter intensity count 6 Mutant 1	Reporter intensity count 7 Mutant 1	Reporter intensity count 8 Mutant 1	Reporter intensity count 9 Mutant 1	Reporter intensity count 0 Mutant 2	Reporter intensity count 1 Mutant 2	Reporter intensity count 2 Mutant 2	Reporter intensity count 3 Mutant 2	Reporter intensity count 4 Mutant 2	Reporter intensity count 5 Mutant 2	Reporter intensity count 6 Mutant 2	Reporter intensity count 7 Mutant 2	Reporter intensity count 8 Mutant 2	Reporter intensity count 9 Mutant 2	Reporter intensity count 0 WT	Reporter intensity count 1 WT	Reporter intensity count 2 WT	Reporter intensity count 3 WT	Reporter intensity count 4 WT	Reporter intensity count 5 WT	Reporter intensity count 6 WT	Reporter intensity count 7 WT	Reporter intensity count 8 WT	Reporter intensity count 9 WT	Sequence coverage Mutant 1 [%]	Sequence coverage Mutant 2 [%]	Sequence coverage WT [%]	Intensity	Intensity Mutant 1	Intensity Mutant 2	Intensity WT	iBAQ	iBAQ Mutant 1	iBAQ Mutant 2	iBAQ WT	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	HexNAc (ST) site IDs	Oxidation (M) site IDs	HexNAc (ST) site positions	Oxidation (M) site positions
O44226	O44226	1	1	1		EloB	tr|O44226|O44226_DROME Elongin B OS=Drosophila melanogaster OX=7227 GN=EloB PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.8	6.8	6.8	13.258	118	118	2	5	5	5	0	13.362	By MS/MS	By MS/MS	By MS/MS	3511.2	3738.8	3533.6	321.35	2243.9	1291.5	3457.4	415.8	372.91	1394.4	3339.4	3523.5	3473.4	333.67	2276.5	1238.5	3305.4	417.02	352.13	1317.5	10	9	10	2	9	6	9	2	2	6	1303.2	0	917.09	0	211.23	0	577.03	195.84	0	742.62	1507.3	3189.8	2451.5	161.08	1464.4	561.7	247.72	0	372.91	166.99	700.66	548.96	164.94	160.27	568.28	729.79	2632.6	219.97	0	484.78	1241.8	0	927.23	0	213.31	0	553.99	195.14	0	703.79	1437.2	3008.1	2389.1	177.9	1500.2	538.42	242.84	0	352.13	157.24	660.38	515.45	157.04	155.77	562.99	700.05	2508.6	221.88	0	456.48	3	0	2	0	1	0	3	1	0	3	4	7	7	1	5	3	1	0	2	1	3	2	1	1	3	3	5	1	0	2	6.8	6.8	6.8	123210000	22998000	78899000	21311000	13690000	2555300	8766600	2367900	22				122	281	True	307;308	1075;1076;1077;1078;1079;1080;1081;1082;1083;1084;1085;1086;1087;1088;1089	870;871;872;873;874;875;876;877;878;879;880;881;882;883;884;885;886;887;888;889;890;891	888		86;87		1;6
O62619-2;O62619	O62619-2;O62619	2;2	2;2	2;2	Pyruvate kinase	PyK	sp|O62619-2|KPYK_DROME Isoform B of Pyruvate kinase OS=Drosophila melanogaster OX=7227 GN=PyK;sp|O62619|KPYK_DROME Pyruvate kinase OS=Drosophila melanogaster OX=7227 GN=PyK PE=2 SV=2	2	2	2	2	2	2	2	2	2	2	2	2	2	6.8	6.8	6.8	55.058	512	512;533	2.09	3	4	4	0	228.1	By MS/MS	By MS/MS	By MS/MS	99718	97845	49821	6105.2	37996	49994	108740	105930	72834	35412	94172	91908	53024	12448	40223	48920	106310	105150	73367	35769	9	9	9	8	9	9	9	9	8	8	56074	49083	22343	1541.2	20858	35405	55036	55230	38825	22254	14725	22433	14905	1782.8	10730	9003.6	9693.9	33655	25741	475.2	28919	26330	12573	2781.2	6408	5584.7	44015	17043	8268.5	12683	52934	46096	24483	4903.6	21722	34268	53937	55302	38996	22233	13935	21074	14945	3206.9	11136	9012.4	10357	32817	24718	1199.4	27303	24739	13595	4337.9	7364.8	5640.3	42018	17034	9653.3	12337	3	3	3	2	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	1	4	4	4	4	4	4	4	4	3	4	6.8	6.8	6.8	119620000	23234000	21111000	75273000	4272100	829800	753960	2688300	9				123	153;372	True;True	171;405	622;623;624;625;626;1380;1381;1382;1383;1384;1385	505;506;1120;1121;1122;1123;1124;1125;1126	505;1126				
O76454	O76454	2	2	2	Pterin-4-alpha-carbinolamine dehydratase	Pcd	sp|O76454|PHS_DROME Pterin-4-alpha-carbinolamine dehydratase OS=Drosophila melanogaster OX=7227 GN=Pcd PE=1 SV=2	1	2	2	2	2	2	2	2	2	2	2	2	2	17.2	17.2	17.2	21.067	192	192	2	3	3	3	0	120.02	By MS/MS	By MS/MS	By MS/MS	48705	45472	24690	6336.7	13113	11526	51615	23856	11474	19849	45997	42733	26173	8978.3	14497	11514	49591	24049	12933	19237	7	7	7	7	7	7	7	7	6	6	6125.7	4737.7	3572.4	278.85	2448	1830.4	2364.2	2888.7	1938.1	1949.1	363.96	653.08	824.24	168.63	397.91	446.41	354.65	255.87	350.17	0	42215	40082	20294	5889.3	10267	9249.3	48896	20711	9185.8	17900	5786.9	4450.1	3730	583.38	2549	1782.4	2398.9	2915.3	1930.4	1902.1	346.13	614.18	798.2	207.17	428.36	432.68	362.96	264.04	345.7	0	39864	37669	21645	8187.8	11520	9298.5	46829	20870	10657	17334	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	0	4	4	4	4	4	4	4	4	3	4	17.2	17.2	17.2	65582000	16093000	12433000	37056000	5962000	1463000	1130200	3368800	7				124	52;264	True;True	59;290	211;212;213;1027;1028;1029;1030;1031;1032	169;170;831;832;833;834;835	169;833		88		138
Q541C9;O76511	Q541C9;O76511	1;1	1;1	1;1	Thymidylate synthase	Ts	tr|Q541C9|Q541C9_DROME RE18955p OS=Drosophila melanogaster OX=7227 GN=Ts PE=1 SV=1;sp|O76511|TYSY_DROME Thymidylate synthase OS=Drosophila melanogaster OX=7227 GN=Ts PE=1 SV=2	2	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	36.656	321	321;321	2.12	2	3	3	0	31.95	By MS/MS	By MS/MS	By MS/MS	93901	85655	49312	4127.2	35924	27563	35916	4914.9	4435.5	4932	88687	80450	52054	9339.2	37216	26305	35692	5911.9	5474.3	4735.2	8	8	8	6	8	8	8	7	5	6	23098	10696	7002.7	38.592	6744.3	4290.3	1540	719.19	475.12	1168.6	34541	35960	25380	1065.6	20456	13025	2598.8	2004.9	3238	428.01	36262	38998	16930	3022.9	8723.2	10248	31777	2190.8	722.41	3335.4	21796	10043	7963.7	507.5	6784.8	4066.2	1788.4	850.68	482.3	1117	32650	33771	25989	3416	20798	12384	3520.4	2451	3167.8	426.84	34241	36635	18102	5415.6	9633.3	9854.9	30383	2610.2	1824.2	3191.4	3	3	3	1	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2	1	3	3	3	3	3	3	3	3	2	3	4	4	4	53880000	10502000	23556000	19822000	2694000	525120	1177800	991110	8				125	37	True	42	134;135;136;137;138;139;140;141	118;119;120;121;122;123;124;125	122				
Q9W1H8;O77466	Q9W1H8;O77466	1;1	1;1	1;1		Thiolase	tr|Q9W1H8|Q9W1H8_DROME GH13256p OS=Drosophila melanogaster OX=7227 GN=Thiolase PE=1 SV=1;tr|O77466|O77466_DROME Thiolase OS=Drosophila melanogaster OX=7227 GN=Thiolase PE=2 SV=1	2	1	1	1	0	0	1	0	0	1	0	0	1	3.4	3.4	3.4	50.641	469	469;469	1	1			0	9.792			By MS/MS	19570	12773	8238.4	4790.8	4873.1	5592	18445	2471.7	658.27	3486.7	18475	12021	8931.5	5419.1	5319.1	5536.8	17637	2705.3	1403.9	3340.4	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19570	12773	8238.4	4790.8	4873.1	5592	18445	2471.7	658.27	3486.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18475	12021	8931.5	5419.1	5319.1	5536.8	17637	2705.3	1403.9	3340.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	0	0	3.4	2352900	0	0	2352900	90496	0	0	90496	2				126	83	True	93	306	237;238	237				
Q9VJG0;O96794	Q9VJG0;O96794	1;1	1;1	1;1		ApepP	sp|Q9VJG0|XPP_DROME Xaa-Pro aminopeptidase ApepP OS=Drosophila melanogaster OX=7227 GN=ApepP PE=1 SV=1;tr|O96794|O96794_DROME Aminopeptidase P OS=Drosophila melanogaster OX=7227 GN=ApepP PE=3 SV=2	2	1	1	1	0	0	1	0	0	1	0	0	1	2.8	2.8	2.8	68.505	613	613;613	1	1			0	87.276			By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	1				127	212	True	236	854	707	707				
O97102	O97102	1	1	1	Small ubiquitin-related modifier	smt3	tr|O97102|O97102_DROME Small ubiquitin-related modifier OS=Drosophila melanogaster OX=7227 GN=smt3 PE=1 SV=1	1	1	1	1	1	0	1	1	0	1	1	0	1	12.2	12.2	12.2	10.124	90	90	1.5	1	1		0	6.0779	By matching		By MS/MS	916.97	1091.5	141.89	0	0	159.94	5033.1	678.34	0	190.68	864.78	1024.8	195.18	0	0	160.04	4743.4	666.08	200.69	195.24	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	916.97	1091.5	141.89	0	0	159.94	5033.1	678.34	0	190.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864.78	1024.8	195.18	0	0	160.04	4743.4	666.08	200.69	195.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	12.2	0	12.2	926560	373440	0	553120	231640	93359	0	138280	1				128	220	True	245	880;881	724	724				
Q7JXZ2;O97121	Q7JXZ2;O97121	3;3	3;3	3;3		Eip55E	tr|Q7JXZ2|Q7JXZ2_DROME Eip55E, isoform A OS=Drosophila melanogaster OX=7227 GN=Eip55E PE=1 SV=1;tr|O97121|O97121_DROME Ecdysteroid-inducible polypeptide EIP40 OS=Drosophila melanogaster OX=7227 GN=Eip55E PE=3 SV=1	2	3	3	3	2	3	2	2	3	2	2	3	2	17.6	17.6	17.6	42.988	393	393;393	2	4	3	4	0	86.561	By MS/MS	By MS/MS	By MS/MS	10002	10370	7491.1	2859.5	5851.4	5260.4	11013	4587.1	2090.4	5898.9	9455	9753.5	7530.8	3131.7	6078.7	5152.3	10673	4805.1	2188.3	5632.1	9	9	7	4	8	8	7	9	6	6	491.19	351.18	471.08	0	240.14	387.1	0	305.15	0	457.19	2588.7	4312.6	4525.6	471.12	2473	1004.7	760.87	1648	1530.8	329.07	6922.1	5706.4	2494.4	2388.4	3138.3	3868.6	10252	2634	559.65	5112.7	464.72	329.75	472.23	0	253.94	370.57	0	323.04	0	437.56	2456.8	4052.1	4417.3	613.09	2607.3	975.98	844.43	1638.1	1477.8	319.39	6533.5	5371.7	2641.3	2518.6	3217.4	3805.8	9828.6	2844	710.49	4875.2	1	1	1	0	1	1	0	1	0	1	4	4	4	2	4	3	3	4	4	1	4	4	2	2	3	4	4	4	2	4	8.1	17.6	8.1	24510000	4025100	12670000	7814200	1290000	211850	666860	411280	9				129	370;371;400	True;True;True	403;404;436	1371;1372;1373;1374;1375;1376;1377;1378;1379;1498;1499	1113;1114;1115;1116;1117;1118;1119;1217;1218	1115;1117;1217		89;90;91		92;101;347
P02283	P02283	2	2	2	Histone H2B	His2B	sp|P02283|H2B_DROME Histone H2B OS=Drosophila melanogaster OX=7227 GN=His2B PE=1 SV=2	1	2	2	2	2	2	2	2	2	2	2	2	2	19.5	19.5	19.5	13.696	123	123	1.73	5	4	2	0	28.028	By matching	By MS/MS	By MS/MS	57531	67118	49171	34808	49341	53213	55054	46645	1849.8	55999	54408	63220	50006	37866	50092	52539	54309	48711	2172.4	53809	7	7	7	5	7	7	7	6	3	7	0	0	0	0	0	0	0	0	0	0	4919.3	5852.8	5797.2	2029.7	4591.8	3823.2	3036.2	2470.3	1822.6	3207.2	52612	61265	43374	32778	44749	49390	52018	44174	27.239	52792	0	0	0	0	0	0	0	0	0	0	4658.2	5507.2	5769.3	2303.7	4707.8	3741.2	3132	2627	1849.8	3077.1	49750	57713	44236	35562	45384	48798	51177	46084	322.66	50732	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	2	2	2	2	2	5	5	5	4	5	5	5	4	1	5	19.5	19.5	19.5	47366000	2043300	2566400	42756000	6766500	291900	366630	6108000	7				130	27;253	True;True	32;279	100;101;102;103;104;105;106;988;989;990;991	92;93;94;95;806;807;808	95;807		92;93		57;60
X2JCP8;P10987;P02572	X2JCP8;P10987;P02572	6;6;6	1;1;1	1;1;1	Actin-5C;Actin-42A	Act5C;Act42A	tr|X2JCP8|X2JCP8_DROME Actin 5C, isoform E OS=Drosophila melanogaster OX=7227 GN=Act5C PE=3 SV=1;sp|P10987|ACT1_DROME Actin-5C OS=Drosophila melanogaster OX=7227 GN=Act5C PE=1 SV=4;sp|P02572|ACT2_DROME Actin-42A OS=Drosophila melanogaster OX=7227 GN=Act42A	3	6	1	1	6	5	6	1	1	1	1	1	1	30.1	9.6	9.6	41.821	376	376;376;376	2	4	2	4	0	77.045	By matching	By MS/MS	By MS/MS	33124	36937	19061	3714.1	13947	12381	37925	14086	7661.8	5919.1	31291	34704	19984	5501.6	14766	12056	36622	14242	8618.5	5754.4	9	9	9	7	9	9	9	9	7	6	0	0	0	0	0	0	0	0	0	0	12516	12820	10738	387.08	7444.1	5512.8	4823.9	8719	6383.8	201.84	20608	24117	8323	3327	6503.3	6868	33101	5367.5	1278.1	5717.2	0	0	0	0	0	0	0	0	0	0	11837	12040	10869	759.79	7713.1	5337.5	5078.8	8627.6	6232.7	246.72	19455	22664	9114.9	4741.8	7053	6718.1	31544	5614.4	2385.9	5507.7	0	0	0	0	0	0	0	0	0	0	4	4	4	2	4	4	4	4	4	1	5	5	5	5	5	5	5	5	3	5	30.1	22.1	30.1	76553000	3202300	41048000	32302000	3827600	160110	2052400	1615100	9				131	39;62;167;351;359;411	False;False;False;False;False;True	44;71;186;382;391;448	147;148;149;246;247;248;683;684;685;1297;1298;1328;1329;1330;1331;1332;1333;1334;1542;1543;1544;1545;1546;1547;1548;1549;1550;1551	129;196;560;561;562;1059;1082;1083;1084;1085;1086;1087;1255;1256;1257;1258;1259;1260;1261;1262;1263	129;196;562;1059;1085;1257		32;94		191;356
X2JD55;Q29QE3;P02843	X2JD55;Q29QE3;P02843	5;5;5	5;5;5	5;5;5	Vitellogenin-1	Yp1	tr|X2JD55|X2JD55_DROME Yolk protein 1, isoform B OS=Drosophila melanogaster OX=7227 GN=Yp1 PE=1 SV=1;tr|Q29QE3|Q29QE3_DROME GH19966p OS=Drosophila melanogaster OX=7227 GN=Yp1 PE=2 SV=1;sp|P02843|VIT1_DROME Vitellogenin-1 OS=Drosophila melanogaster OX=7227 	3	5	5	5	4	4	5	4	4	5	4	4	5	31	31	31	48.711	439	439;482;439	1.92	22	21	17	0	178.78	By MS/MS	By MS/MS	By MS/MS	170040	153930	99458	70706	95101	101680	239920	49669	45248	41961	160630	144940	104300	77168	98475	99932	231880	53019	51453	40601	46	43	44	28	44	38	43	37	30	35	12509	5626.1	11685	131.84	9087.3	3973.3	4006.1	4199.3	3169.1	7067.7	18637	29478	25862	4111.7	18635	13727	7200.8	15153	29382	6620.6	138890	118820	61911	66462	67379	83982	228710	30316	12697	28272	11832	5283.5	11772	217.17	9302.6	3826	4267.2	4373.6	3100	6752.3	17662	27702	25516	5604.3	19105	13344	8466.2	15334	28050	6539.4	131140	111950	67009	71346	70068	82762	219150	33312	20302	27309	10	8	11	1	11	7	9	6	6	9	16	16	16	12	14	13	14	14	15	10	20	19	17	15	19	18	20	17	9	16	25.7	25.7	31	261120000	44626000	117580000	98911000	12434000	2125000	5599000	4710100	47				132	45;115;280;306;391	True;True;True;True;True	50;51;129;130;306;334;424;425;426;427	173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;430;431;432;433;434;435;436;437;438;439;440;441;442;443;444;445;1072;1073;1074;1167;1447;1448;1449;1450;1451;1452;1453;1454;1455;1456;1457;1458;1459;1460;1461;1462;1463;1464;1465;1466;1467;1468;1469;1470;1471	150;151;152;153;154;155;156;157;158;341;342;343;344;345;346;347;348;868;869;951;1169;1170;1171;1172;1173;1174;1175;1176;1177;1178;1179;1180;1181;1182;1183;1184;1185;1186;1187;1188;1189;1190;1191;1192;1193;1194;1195	158;347;868;951;1181	0;1	95;96;97;98;99	248;269	25;238;244;316;388
P06605;P06603;K7XI17;K7XI11;K7WSB1;K7WQ63;K7WQ56;K7WKV5;K7WKV0;K7WSB4;K7X561;P06604	P06605;P06603;K7XI17;K7XI11;K7WSB1;K7WQ63;K7WQ56;K7WKV5;K7WKV0;K7WSB4;K7X561;P06604	4;4;3;3;3;3;3;3;3;2;2;2	4;4;3;3;3;3;3;3;3;2;2;2	4;4;3;3;3;3;3;3;3;2;2;2	Tubulin alpha-3 chain;Tubulin alpha-1 chain;Tubulin alpha-2 chain	alphaTub84D;alphaTub84B;alphaTub85E	sp|P06605|TBA3_DROME Tubulin alpha-3 chain OS=Drosophila melanogaster OX=7227 GN=alphaTub84D PE=2 SV=1;sp|P06603|TBA1_DROME Tubulin alpha-1 chain OS=Drosophila melanogaster OX=7227 GN=alphaTub84B PE=1 SV=1;tr|K7XI17|K7XI17_DROME Tubulin alpha chain (Fragme	12	4	4	4	3	4	4	3	4	4	3	4	4	18.2	18.2	18.2	49.89	450	450;450;415;415;415;415;415;415;415;415;415;449	2	6	5	6	0	121.13	By MS/MS	By MS/MS	By MS/MS	39202	39722	20625	4066.4	16728	13409	39665	23255	14952	10700	37024	37321	21774	6252.7	17431	13157	38571	23260	15614	10601	12	13	12	5	9	8	10	9	7	8	15831	7576.9	6365.2	1226.4	4603.3	4578.8	6170.9	8592	4905.3	4966.2	8176.7	12350	8499.3	939.18	6283.2	3886.2	3877.7	7585.2	7638.4	526.87	15194	19795	5760.6	1900.8	5841.6	4943.6	29616	7078.1	2408.3	5206.9	14944	7121.4	6935	1662.8	4778.8	4491	6162.8	8612.5	4879	4875.1	7737.4	11601	8508.1	1579	6460.1	3811.2	4148.4	7481	7377.3	663.56	14342	18598	6331.1	3010.8	6191.5	4855.2	28260	7166.1	3357.6	5062.6	3	3	3	1	2	1	2	2	1	2	4	5	5	2	4	3	3	3	4	2	5	5	4	2	3	4	5	4	2	4	10.9	18.2	18.2	55703000	6031500	12999000	36673000	2652500	287210	619000	1746300	13				133	14;40;222;247	True;True;True;True	15;16;45;247;273	48;49;50;51;52;150;151;152;891;892;969;970;971;972;973;974;975	38;39;40;130;131;734;790;791;792;793;794;795;796	40;131;734;790		100;101		154;413
P07486	P07486	7	4	4	Glyceraldehyde-3-phosphate dehydrogenase 1	Gapdh1	sp|P07486|G3P1_DROME Glyceraldehyde-3-phosphate dehydrogenase 1 OS=Drosophila melanogaster OX=7227 GN=Gapdh1 PE=2 SV=2	1	7	4	4	7	5	6	4	2	3	4	2	3	40.7	25	25	35.35	332	332	1.92	4	5	3	0	205.53	By MS/MS	By MS/MS	By MS/MS	42202	44323	26794	3986.2	15998	14976	60152	28769	16338	25583	39876	41641	27817	6476.5	17455	14742	57909	29094	17979	24756	8	8	8	6	8	8	8	8	8	8	6557.3	6215.8	3557.4	199.78	4647.5	3935.4	3524.3	4291.6	3347.1	3065.4	4366	4460.2	4222.9	249.82	2535.6	2540.2	1642.6	4575.6	5373.3	1041.1	31278	33647	19014	3536.6	8814.5	8500.5	54985	19902	7617.3	21477	6193.7	5837.6	3765.8	377.48	4635.9	3788.2	3636.5	4383.3	3310.1	2985.8	4130.8	4189.4	4238.1	550.28	2663.6	2471.4	1817	4542.1	5143.6	1086.2	29551	31614	19813	5548.7	10155	8482.3	52455	20168	9525	20684	3	3	3	1	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	40.7	30.4	32.5	90879000	14700000	50358000	25821000	5048800	816640	2797700	1434500	8				134	66;109;135;204;248;377;384	True;True;True;True;False;False;False	75;121;151;227;274;410;417	256;257;258;404;405;406;407;408;409;546;837;838;976;977;978;979;980;1396;1397;1398;1399;1400;1401;1428;1429;1430	201;202;203;326;327;328;444;694;797;798;799;800;1132;1133;1134;1135;1136;1158	201;327;444;694;800;1133;1158		85;102		40;172
P08736;Q8T3U3;A4V3Q6;P05303	P08736;Q8T3U3;A4V3Q6;P05303	6;5;4;4	6;5;4;4	6;5;4;4	Elongation factor 1-alpha 1;Elongation factor 1-alpha;Elongation factor 1-alpha 2	Ef1alpha48D;Ef1alpha100E	sp|P08736|EF1A1_DROME Elongation factor 1-alpha 1 OS=Drosophila melanogaster OX=7227 GN=eEF1alpha1 PE=1 SV=2;tr|Q8T3U3|Q8T3U3_DROME GM14559p OS=Drosophila melanogaster OX=7227 GN=eEF1alpha1 PE=2 SV=1;tr|A4V3Q6|A4V3Q6_DROME Elongation factor 1-alpha OS=Dros	4	6	6	6	6	6	6	6	6	6	6	6	6	22.5	22.5	22.5	50.306	463	463;362;462;462	1.95	14	15	12	0	116.66	By MS/MS	By MS/MS	By MS/MS	181280	153980	77979	9532.1	40531	28261	48304	5972.7	4723.5	5009	171150	144640	83976	17662	43064	27180	47347	6618.5	5233.2	4772.7	36	36	35	24	29	32	29	15	9	8	48096	25002	11412	2236.2	9920.8	5497.4	3552.3	1293.2	1211	2470.9	55838	56792	36781	2840.5	21976	15091	5615.1	2921.9	3325.9	479.97	77351	72191	29786	4455.4	8633.7	7673	39137	1757.7	186.65	2058.1	45373	23488	13530	3310.8	10028	5316.7	3683.7	1449.8	1237.1	2346.7	52766	53342	37920	6149.5	22886	14428	6357.4	3303	3335.6	460.82	73016	67809	32526	8201.4	10150	7435.2	37306	1865.7	660.45	1965.2	11	11	10	5	8	9	6	3	1	1	13	13	13	10	12	13	11	8	7	2	12	12	12	9	9	10	12	4	1	5	22.5	22.5	22.5	418440000	93535000	127360000	197550000	18193000	4066800	5537600	8588900	36				135	78;107;188;189;221;261	True;True;True;True;True;True	88;119;209;210;211;246;287	291;292;293;294;384;385;386;387;388;389;761;762;763;764;765;766;767;768;769;770;771;772;773;774;775;776;777;778;779;882;883;884;885;886;887;888;889;890;1012;1013;1014	226;227;228;297;298;299;300;621;622;623;624;625;626;627;628;629;630;631;632;633;634;635;636;637;638;639;725;726;727;728;729;730;731;732;733;823	227;297;631;637;726;823		103;104		201;208
